,Score,Text
650,4,rise of skywalker is far from flawless but overall its an emotional thrilling and satisfying end to the skywalker saga with plenty of surprises up its sleeve
651,4,its a flawed messy film but it recaptures the spirit of adventure i love in star wars
652,3,there seems to have been absolutely no road map as to what these movies were going to be and it shows
653,4,rian johnson did a 180 with the last jedi and jj abrams did another 180 with the rise of skywalker
654,2,the rise of skywalker eases its viewers into comfortable resignation and uncomplicated callbacks meant to pacify and not injure
655,3,it feels like a massive retrenchment  privately a rebellion seems to have been fought and lost  and only the most loyal fans will be happy about it
656,3,rise of the skywalker isnt an ending a sequel a reboot or a remix its a zombie
657,4,people will either leave satisfied or wondering what creator george lucas originally envisioned for his sequel trilogy
658,5,by the end as the twin suns set on cinemas greatest ever sci-fi series its near-impossible to hold back the tears
659,3,of course there is epic action to savour and surprises and spoilers to spill but given the long long build-up some of the sagas big revelations and developments might be a little unsatisfying on reflection
660,3,a convoluted and clumsy end to the skywalker saga
661,2,the film struggles to both honor and redeem the past before everything comes to a close
662,2,jj abrams decided to play revisionist with star wars the rise of skywalker and in doing so created a mess
663,3,despite its underwhelming ending ive enjoyed a lot of the time ive spent in this galaxy
664,4,star wars the rise of skywalker offers some interesting twists and the plot really focuses on the struggles of rey and ben
665,3,the action sequences are among the best of the series particularly stunning is a pitched battle at sea with rey and kylo ren trading blows atop floating bits of wreckage as towering waves crash all around  this entire sequence is instantly iconic
666,4,an exhilarating and emotional end to the saga full of action delight and visual splendour
667,4,spoiler-free after 42 years the original sagas story arc has come to a close and it winds up doing it in a solid if imperfect fashion and does so while marching to the beat of their own vision
668,4,it provides all the spectacle adventure and reveals you expect from a star wars finale but with so much crammed into one film its not as satisfying as it should be
669,4,star wars the rise of skywalker features some very strange pacing odd structure and is likely the least cinematic of the new era of films but still features some truly breathtaking moments
670,3,spoiler-free review if abrams has topped himself its by making a star wars film thats even more of a multiplex-filling hollywood widget than his first
671,4,the rise of skywalker is a monumental feat for jj abrams whose impossible trench run should be seen as a remarkable save by disney
672,4,what it perhaps lacks in narrative originality it makes up for with its fresh characters fun performances interesting themes and jaw-dropping action and visuals
673,5,this is easily one of the best films of 2015 and one of the best in the franchise it features an outstanding cast with some excellent performances from the new actors joining the saga and powerfully nostalgic displays from the original members
674,5,a fun action-packed table-setter for a new era of star wars it has heart emotion and a childlike exuberance that should spark a flicker of excitement in even the most hardened persons heart
675,4,everything feels familiar but new to a most satisfying degree
676,5,i cried i laughed and as the film concluded i couldnt help but smile knowing that jj had done what many were terrified he couldnt do he brought star wars back to life
677,5,episode vii will serve as an excellent letter of introduction so that the new generations who have not watched star wars are interested in the saga and approach the previous episodes with a new vision full review in spanish
678,5,with all the heart and soul of the series we love its undoubtedly set to be a favorite for the years to come
679,4,a successful star wars movie isnt really about clever story or spectacle its about something much harder creating a feeling
680,4,blowing away any memories of the prequels the force awakens for once lives up to and perhaps even betters the hype
681,5,theres good news for star wars fans the initials in director jj abramss name definitely do not stand for jar jar
682,3,from the blaster fire to the star destroyers crossing star-speckled skies to the rubbery alien faces populating desert communities so much of this undertaking is recycled
683,3,its an entertaining and spirited film that proves once again that the force is still with jj abrams
684,4,star wars the force awakens is the perfect homage to the original trilogy
685,4,its an entertaining rollercoaster that does a lot of good things  i just wish the production took more of a chance to create its own identity the reward wouldve been worth the risk
686,4,its a one of those sequels that makes you buy the ticket to see it again full review in spanish
687,4,its enough to make a grown fan cry
688,3,it doesnt really do anything wrong but that is not the same as doing everything right
689,4,the force awakens is a brilliant return to star wars that evokes extreme nostalgia and led to a spark that led onto one of the best entries in the skywalker saga
690,4,yes the force awakens cribs from previous incarnations of the franchise but the true power lies in the heart of the characters both ridley and boyega pop off the screen
691,5,star wars the force awakens more than makes up for the sour taste of the prequel trilogy
692,4,the force awakens checks all the correct boxes sets the stage for a new series of films
693,5,with its nostalgic tone great dialogue and simple-yet-effective story the force awakens is a strong comeback for the franchise
694,5,the star wars franchise is totally back and i cannot wait to dive into the rest of this trilogy
695,5,thank you jj abrams
696,5,basically if you dont think star wars the force awakens is as good as the original trilogy thats almost certainly on you and not the film
697,4,hums with the constant energy of a film trying desperately to please and while it doesnt always hit every note perfectly it hits them with such gusto that it makes up for its faults
698,5,its an end product that caters to the generation who grew up with the original films and inspires them to fall in love with a series all over again while their kids discover it for the first time the force is strong with this one
699,5,director jj abrams has crafted a film that is entertaining for non-star wars fans and is chuck full of lore and new story for the die hard fans
700,5,its more than another blockbuster this is a powerful nostalgic joyous regeneration
701,4,this thing is an entertainment orgy of galactic proportions a fun-filled planet-hopping visually breathtaking adventure that gets the next generation of star wars stories off to a good start
702,4,it has some unengaging and familiar story beats that hamper what is otherwise a great return trip to the galaxy far far away
703,5,a perfect balance of impressive action and special effects some nice humor and several scenes that pack unexpected emotional punch
704,5,the force awakens is easily better than all the prequel films however i wouldnt rankit higher than anything in the original trilogy except maybe return of the jedi
705,4,a fun remix if you will of what we love about star wars it doubles down on what works and safely doesnt reinvent the wheel
706,5,theres no reinventing of the wheel here but an authentic enthusiastic and well-observed continuation of the universe
707,3,having the presence and dramatic lineage of three characters the prequels werent afforded the luxury of accessing han leia and luke adds some gravitas to proceedings
708,4,jj abrams is the right choice to helm this sacred film franchise and present a whole new litany of continuing adventurous narratives for a new generation of star wars personalities dipping their tenacious toes into the force of goodness
709,5,the force awakens isnt the best film of the year but it certainly is one of the best based purely on entertainment value
710,5,it was never going to be easy following up the original star wars trilogy was a difficult task for its creator george lucas and his prequel trilogy was met with a lot of criticism and backlash
711,4,the nostalgia factor  is done with great poignancy adding the emotional beats the film needed to be accepted by the old guard
712,4,the force is very strong with this one
713,5,incorporating old and new concepts and characters together blends wonderfully the style feels like george lucas golden touch
714,5,the star wars film we needed a palate cleanser funny full of action and lots of feels this new entry achieves great balance between nostalgia and novelty full review in spanish
715,4,abrams has done a lot more than rebirth this series he has renewed it with hope for the future
716,5,the storytelling is top notch its a carefully-crafted dance of nuance that balances a bit of everything
717,5,it succeeds by managing to be spectacular thrilling and as star wars past meets star wars present and future unexpectedly moving too
718,4,even if tfa is mostly fan service ill take it
719,3,the new cast is brilliant i still want to see where episode viii goes but im in no rush to see it again as a standalone film
720,5,thank the maker the galaxy still has life in it
721,5,ive been sold on the rich possibilities of these new movies im letting the force in this time
722,4,the force awakens takes its legions of rabid fanboys very seriously throwing them meaty bone after bone
723,4,star wars the force awakens gives new life to a franchise of hope resilience courage and family thats been missing from theatres for far too long
724,4,its a big star wars universe out there and abrams has just made it bigger again with this mix of fan boy homage and a fresh and quirky vision of his own
725,4,the force awakens is fun im not sure that its great  but on the heels of the prequels well maybe fun is all we really need
726,5,as the most anticipated film release that i can remember in some time the force awakens has some big shoes to fill and fill them it does
727,4,star wars the force awakens honors the series and takes it in exciting new directions both the millennium falcon and millennials it would seem are in good hands
728,4,what weve got here is a film that managed on the first try to turn the engine over in a car that has been collecting dust for 32 years now they didnt drive it anywhere so we cant tell if it was worth the effort
729,4,what is the force and jedi-ism in star wars it refers to the ability of a high-level martial-artist-knight to use supernormal abilities science has proven 6 of them
730,2,its fan fiction writ large making it clearer than ever that george lucas is star wars with his voice gone all thats left are tinny reverberations of movie history
731,5,a trio of writers led by lawrence kasdan put the fun and fast-paced serial adventure back into luke skywalkers galaxy and just as importantly they give us new characters that we care about
732,5,the return to that galaxy far far away that audiences have longed for
733,5,this is more than just a nostalgia trip star wars is back and it feels beautiful
734,5,jj abrams has done the impossible he has created and recreated a star wars movie and made it look and feel like a star wars movie should funny sad exciting and enlivening it is a definite and an absolute must-see
735,4,please no more sermons about midichlorians and the force lets get those light sabers crackin and crack they do
736,4,humour and heart are prominent amid the breathtaking action
737,4,abrams plot mirrors that of a new hope but deliberately so it will charm old fans win many new ones and make everyone an awful lot of money
738,5,the force awakens is truly a stunning exercise in large-scale filmmaking a beautifully-assembled picture in which abrams combines a magnificent cast with a marvelous flair for big-screen sci-fi storytelling
739,5,great in the awe-inspiring tear-provoking way that only films built on generations of dreams can be great it taps not into what the original films were but what they meant to audiences how they made us feel
740,5,no matter what else the force awakens gets right and it gets plenty right the most important thing is that it feels like star wars in a way that the prequels never did
741,4,the film has an excellent rhythm that gives you but a few minutes to recover from all the action before plunging you right into another battle full review in spanish
742,4,its thrilling fantastical and feels like star wars
743,4,the force awakens is more of a bridge than a completely new era but it successfully lets audience live again in a galaxy far far away
744,4,if whats contained is ultimately the planting of seeds that will continue growing two four or forty years down the line i suspect this franchise is in its best-ever state
745,5,the spectacular star wars the force awakens provides a new hope for future generations of moviegoers
746,3,video essay this latest installment of fandoms favorite mongrel pet is a poorly paced macguffin-chase plot ginned up with groan-inducing spoonful doses of pro-war imagery and its attendant rudimentary vocabulary
747,4,as a one-off the movie might seem like a little miracle a fresh take on nostalgia not too different in tone from last years delightful turbo kid but stretched out a hard crust of cynicism is apparent just beneath the sugar-dusted surface
748,4,as long as the viewer does not need to contend with jar-jar binks or a pod race any star wars film delivers more than a tickets worth of entertainment
749,1,it is easy to assume that lucas sold the franchise to the xerox corporation because the new film is nothing more than a weak photocopy of the 1977 classic and its 1980 follow-up
750,4,a canny crowd-pleaser of reversals replays and reveals
751,4,the creative team is to be commended for a franchise resurrection that catches the spirit of what knocked the socks off a prior generation of galactic film fans epic entertainment epic movie event
752,4,its precisely what you expect nothing more nothing less and there isnt anything wrong with that
753,5,the force awakens is an exciting nostalgic powerful and moving film that is capable of generating accelerated heartbeats and knots in the throat full review in spanish
754,4,while star wars the force awakens gets temporarily bogged down taking us back to the world that we left in 1983 it introduces us to the new and exciting torch-bearers of the franchise
755,4,its enjoyable in the moment but leaves us little to chew on to dream on
756,5,a thrilling outer space epic breathing new life into a once flagging franchise
757,4,this was not a movie made under the weight of calculated strategy it was given life by those who took immense pride in their association and sought to enhance an established legacy with grand enthusiasm
758,4,its like abrams put episodes iv v and vi in a blender its an act of love no doubt about it  but it lacks any image of its own that is truly iconic
759,4,theres no end in sight the force has awakened
760,5,jj abrams and his crew have restored the shine to our beloved storythe force is awakened indeed
761,3,the tendency for the narrative to repeat the beats of a new hope though perfectly logical in a saga founded upon the constancy of the heros journey comes off as pandering fan-fiction
762,4,this is very similar to the first star wars film but it isnt as family friendly hope and optimism are lacking in this reboot what it lacks in optimism it makes up for with hype having been promoted along with every product known to man
763,3,secret threads on social media are already picking their nits and debating theories its going to be a tough wait to see what happens next
764,5,springs to life around a terrific new star
765,4,what abrams delivers here is still a pretty good start to this new trilogy but you cant help but think how great it might have been if they had done their own thing and given us something new
766,4,abrams plays it safe but its a good kind of safe because for the first time in ages the star wars saga has personable leads
767,4,it does exactly what it needs to be a crowd-pleaser in that regard but whether it breaks any new ground  not so much
768,4,i didnt mind the many nods to the original two movies  at least they nick story points from the right ones
769,4,its beautiful to look at brilliantly acted breathlessly exciting frequently amusing yet capable of delivering some emotional gut-punches that take it into the dark territory inhabited by the empire strikes back
770,4,the force is still here
771,4,this film is a particularly chilling portrait of the relationship between father and son full review in spanish
772,4,the light saber is drawn the battle stance is set and the force is most definitely strong with this one
773,5, a complete fan-service that combines the exciting storytelling and use of practical effects from the original trilogy with the crisp vibrant color palette and clean computer graphics of the prequels
774,5,appealing both to a new generation of viewers and fans of the series since the beginning this 30-years-later sequel to 1983s return of the jedi is a thrilling adventure
775,4,the force is strong in this spirited sequel this is the movie that star wars fans have been waiting decades for
776,4,thats whats so impressive about the tricky balancing act abrams has pulled off with the force awakens hes made a movie thats simultaneously gripping and a huge release we are in good hands at last
777,3,a money grab in which wunderkind jj abrams choses to go where george lucas has gone before by basically repeating plot points even lines from the original trilogy
778,4,i found myself listening to a chorus of spontaneous gasps cheers laughs whoops and even occasional cries of anguish whats really surprising is that many of them were coming from me
779,4,and just like that the scars of 16 years and lesser trilogies were magically washed away weve seen much of whats onscreen before but abrams brings a fresh energy to pacing and performances that reminds us of the joy of watching star wars films
780,4,dishes out familiarity without apology and arranges it in such a way that even as we recognize the patterns and beats it feels fresh and invigorating and lest we forget whats really at stake here fun
781,5,an exciting winner for fans and box office
782,5,jj abrams thrilling sci-fi adventure marks a rebirth in exciting galactic entertainment
783,4,its loaded with nostalgia
784,5,the film knows its dealing with iconic elements of pop culture recognizes them as such and shows enormous joy while using them full review in portuguese
785,4,does not disappoint
786,4,ill cut to the chase yes it lives up to the hype jj abrams has created a film that stays true to the original series while updating it for a new generation
787,4,three or four moments of astonishing beauty and three or four more that will make you want to cheer fox 29 philly
788,5,i dont think ive ever been so completely satisfied with a film considering the insane amount of build up and the wild expectations i had its almost miraculous that a film could live up
789,5,the movie delivers in every conceivable way on every imaginable level star wars the force awakens is a phd level course in getting it exactly right
790,4,as a stand-alone movie its enjoyable but not extraordinary as a continuation of a franchise it needs a warning under construction sign
791,4,obviously it helps to know the old characters but han luke and the rest are cultural legends that even the young new fans will know about them
792,4,maybe the new sequels and spin-offs can be more adventurous but the force awakens had me smiling reminiscing and critiquing all at the same time it hits all the marks without any real surprises
793,4,the force awakens written by abrams lawrence kasdan and michael arndt offers enough salutes and nods to the original trilogy to please those fans while introducing interesting and likable characters that will entice new followers to the series
794,4,epic star wars sequel delivers great performances action
795,5,this is why i love star wars this is why i love movies
796,5,after george lucas put is to sleep with episodes i ii and iii the force is definitely awake the most fun ive had in a theater this year
797,4,so go out get your ticket and join in all the hullabaloo confident this time you wont get jar-jar-ed
798,4,the familiarity feels good feels comfortable chewie were home as han solo says but it also hems in the new films ability to really be its own thing
799,5,ultimately star wars the force awakens wins us over because it is about hope
800,5,chewy im home
801,5,there are no midichlorians there are no fart jokes no sequences that blatantly scream i am a video game concept no gunguns and its all wonderful
802,4,its a huge amount of fun although whether the self-referential nature and the did-we-surprise-you-there style of plot reveals stand the test of time remains to be seen
803,4,the force awakens rarely stops moving yet its action never seems excessive thats because combatants and targets always remain clear instead of fuzzed up by the hyper-speed visuals hack action directors use
804,5,this movie stands proudly as an example of the magic that once was routine in movie theaters it makes kids of us again and allows us to discover that going to the movies can indeed still be a special event
805,4,a film that fans of the old movies will relish but one that looks bound to capture the imagination of a new audience too
806,4,all points converge for a dramatic emotionally charged finale and a lightsaber duel up there with the best of the first trilogy these fights work best as an extension of the story not over-choreographed showcases for stunt workers
807,4,star wars the force awakens easily lives up to its mammoth hype but its not flawless nor a better film than the original trilogy it is a non-stop action film with a shotgun pace like plugging the cotton candy machine directly into your face
808,4,its everything the kid in us goes to the movies for  marvelous adventure that leaves us surprised scared and euphoric
809,4,this episode brings warmth back to a franchise more frozen than a dead tauntaun lets hope the second and third movies continue the thaw
810,5,from old joys to fresh twists this is a unique blockbuster experience that celebrates the franchise whilst also expanding it
811,4,the action scenes are excellent the special effects are superb and theres good doses of humor suspense and drama all along the way
812,4,we can sense the film establishing itself as the backbone for a new narrative cycle its a promising start
813,4,abrams and his fellow writers have gone deep to get back to what star wars was and promised to be force seeds it well with nostalgia blood ties and galactic prospects for the next chapters
814,4,as a critic this is a good movie as a fan im devastated full review in spanish
815,4,abrams and company know exactly where your emotional hanging curve balls are and they hit every one of them out of the park
816,4,jj abrams delivers a love letter to the star wars universe one made not only as a hardcore fan but as a filmmaker who studied the source material thoroughly full review in spanish
817,4,makes you remember the brilliance of a new hope and the empire strikes back but also makes you curious for what may come with episodes viii and ix full review in spanish
818,4,jj abrams bring the franchise back to life with a perfect mix of nostalgia and innovation full review in spanish
819,5,a thrilling ride from start to finish full review in spanish
820,5,relative unknowns daisy ridley a legitimate star in the making and john boyega sort of pick up where the likes of leia and han left off
821,5,its amalgam of old and new a thrill ride that satisfies in its own right as well as in assuaging the fears of fans
822,4,force brings fun back to star wars
823,4,the dialogue is punchy the actors are engaged and human the action sequences and special effects complement the plot rather than make up for it the story rockets along
824,4,some with no memory of being swept away almost forty years ago will follow strong new heroes and villains for those old enough now and young enough then to have childhoods consumed by this stuff its a satisfying new turn in a near life-long tale
825,4,the fun of the force awakens comes from visiting an old friend and finding that little has changed the excitement is that great performances from all four new leads means its a strong foundation for whatever comes next
826,4,finally im able to watch a new chapter of the star wars saga and actually look forward to the next film and man thats nice
827,4,the story is compelling the acting is great the technical aspects are solid but its hard to escape the idea that the film is a remix of something else an attempt to rework story elements that felt more original elsewhere
828,3,as a nostalgia trip that knows exactly what die-hard star wars fans want and then layers in some memorable new characters the force awakens is exactly what it needs to be an old-school saturday afternoon sci-fi matinee writ big
829,4,abrams and company have brought star wars home again by reigniting the soul spirit and sense of wonder of the three original films
830,4,the most wildly anticipated and furiously hyped movie of the millennium is finally here and the collective exhalation of relief can be heard around the globe if not the galaxy fans can rest easy jj abrams star wars reboot is a triumph
831,5,charts a path to a future that refuses to get mired in nostalgia yet all the star wars notes are here remixed into a glorious new arrangement
832,4,episode 7 of stars wars is an enjoyable retread full of great new young actors and returning favorites
833,4,the force awakens reboots the franchise right  so why does it feel like a star wars remake more than a sequel
834,4,the best disappointing movie ever
835,5,a rollicking adventure that brings back pure escapism epic visuals and boldly designed heroes and villains making the return to a long time ago in a galaxy far far away all the more satisfying
836,5,a near perfect star wars film that regular fans and fanatics alike have been waiting for but it suffers by slavishly sticking to the tropes from the original and doesnt strive to go off script
837,4,even before han and chewie appear and what a wonderful reveal it is the force awakens is undeniably a star wars movie
838,4,content merely to continue the storyit answers the question where are they now but has no new thoughts or insights regarding the stories we know
839,3,the force awakens is thrilling and fun but fans of a new hope might have more than a hint of déjà vu
840,5,john boyegas finn the reformed stormtrooper with a heart of gold whoops in delight throughout jj abrams star wars the force awakens who could blame him
841,4,a swift entertaining and comfortable star wars movie one that will feel familiar to fans of the original trilogy
842,5,an action-adventure film for the ages and bonus not an annoying ewok in sight
843,4,dramatically the film does pull some great aces from up its sleevethe film also proves what a lot of star wars fans have long suspected that the best thing that could happen to star wars would be to take george lucas out of it
844,5,new planets and old faces original characters and veterans to guide them this is a franchise reborn not reinvented
845,4,the prequels dont stand a chance this is as good as fans could have hoped for and better than we deserve
846,4,jj abrams homage to the first star wars film the one that took our collective breath away the one that defined our childhoods takes fan service to new heights which is not necessarily a bad thing
847,5,the best most thrilling star wars movie to date
848,4,the long wait is over and the news is good the force awakens heralds the new dawn you hoped for
849,4,a good piece of adventure cinema that never feels like it had a chance of being a great piece of adventure cinema
850,4,star wars 7 the force awakens is a welcome comeback for the franchise and fan love will be enough to propel most viewers past its flaws
851,4,unquestionably the best star wars movie weve seen in 30 years and an undeniably entertaining ride but one certainly not without a collection of narrative flaws
852,4,story and spectacle are what count and abrams delivers the latter with deftly realised reprises of favorite scenes and thrilling set piece
853,5,i dont want you skimming paragraphs trying to find the sentence where i say its good so here it is star wars the force awakens is a spectacularly good movie
854,4,a fast-paced good-spirited thoroughly approachable action movie that grabs and keeps your attention from first frame to last
855,4,though the plot is overly familiar abrams hits all the right beats and leaves us hungry for the next chapter
856,4,the first thing i thought as the credits rolled was that i cant wait to see it again
857,3,it exists less as a meaningful extension of its world than as a fan-service deployment device
858,4,when the force awakens gets going you couldnt ask for a more propulsive joyous or witty star wars film
859,5,kids and adults alike are going to eat this thing up and come back for seconds and thirds probably in the same weekend if they can score tickets
860,4,its a relief to see a big splashy movie that actually maintains a sense of childlike play
861,4,make no mistake the new film delivers it is in no way disappointing except in its conformity
862,4,abrams is a hyper-competent entertainer and a fan with an astute understanding of what made the original trilogy appealing
863,4,even if this adventure spans the galaxy fords presence tends to bring things down to earth
864,1,what abrams has done is to remake star wars a new hope tweaking it for the passage of time improving on the acting the effects and the dialogue and tossing in some bits from its sequels
865,5,we get to spend a lot of fun andor dramatic time with fords solo while ridleys rey and boyegas finn give us a pair of dynamic new heroes to follow in future star wars episodes
866,4,anyone who enjoys the other movies particularly episodes 4 through 6 should be perfectly satisfied with the direction of the franchise
867,4,star wars the force awakens is simple and highly entertaining a rollicking adventure that avoids anything about trade federations or blockades
868,4,the force awakens is half reboot half remake and all fun
869,5,jj abrams and team brilliantly merge the old and the new into a star wars that soars on every level han solo is back but it is daisy ridleys rey that is the heart of the force awakens shes a keeper
870,4,from the opening crawl to the ending credits its the star wars movie we waited decades for and it sets the stage for even bigger better and bolder adventures to come
871,4,the force awakens works quite well considering it is lumbered with an unshakable neurosis throughout
872,3,jj abramss sleek feverishly hyped episode seven injects the moribund series with humor and humanity but relies too much on remixed bits from the original trilogy
873,5,its a brilliant next step in the saga and it leaves you wanting more which is exactly what it needed to do
874,3,the nostalgic callbacks are so insistent that they can stop the narrative dead like when some real drama is about to go down but everything pauses so we can have a meet-cute with c-3po even the main villain comes off as some emo darth vader fanboy
875,4,its a solid space opera spectacle with enough nostalgia to overpower even the most hard-hearted child of the 70s and 80s but it relies a little too much on recycling old plot elements
876,3,for the first hour or so of the force awakens director j j abrams gives you everything you hoped for and even exceeds your expectations
877,5,to millions of moviegoers the force is with us once again and that is good
878,5,with the care of a true fan abrams melds the old with the new bringing in fresh elements while reintroducing the characters and themes fans have loved for nearly four decades
879,4,exhilarating if highly derivativean enjoyable throwback that is largely content to replicate its models rather than taking the narrative in any significantly new direction
880,4,director jj abrams is like a kid trying to cram in as much playtime as possible before bed his enthusiasm is infectious almost overwhelming
881,3,it is not a little disheartening to see this new star wars installment not blazing its own path but rather chasing its tail and rehashing its former glories for our approval
882,4,jj abrams rescusitates the series far more in keeping with the original trilogy than their creator george lucas did with episodes i-iii the saturday morning serial feel is back
883,4,a fun if uneven return to a galaxy far far away
884,5,its script is ludicrous riddled with coincidences and a fealty to existing text that a less forgiving person might call lazy yet i cant wait to see it again
885,4,a return to the levity of the original trilogy ford is as good with zingers as he is with blasters
886,5, star wars feel like star wars again 
887,5,star wars the force awakens is the star wars sequel we have been looking for a classic adventure that harkens back to the glory days of 1977s star wars and 1980s the empire strikes back
888,4,this is a movie you dont want to end despite a final shot that is one of the greatest in the franchises storied history abrams has righted the ship the star wars saga is back and we are gleefully in it for the long haul
889,4,star wars the force awakens is exactly the movie you want it to be
890,4,an exhilarating ride filled with archetypal characters with plausible psychologies melodramatic confrontations fueled by soaring emotions and performances that can be described as good period rather than good for star wars
891,4,it gives us what we want and what we want is more of the same
892,4,harrison ford and peter mayhew playing han solo and chewbacca are flat out terrific delivering one-liners slap-stick and heart which transcends mere nostalgia
893,4,star wars has come roaring and soaring back with a fabulous bountiful richly rewarding payoff for anyone whos been waiting patiently or otherwise
894,4,a star wars film by fans and for fans
895,5,an episode iv for a new generation is only as good as the reminder to the old of why they fell in love with these movies to begin with
896,4,this is the beginning of something its a farewell to the old guard and a welcome to the new as such its hard to begrudge the film its plethora of callbacks repeated plot line and heavy exposition
897,4,thrilling exciting and dazzling with a heartbeat underneath star wars the force awakens delivers everything you want in a star wars movie its worth waiting in line for and lives up to the hype
898,4,a triumphant return to form for the franchise the best of the films since the empire strikes backits also a rousing introduction to new characters who will likely carry this world forward through two more planned episodes and assorted spinoffs
899,4,baldly trades on its predecessors but with enough artfulness and genuine affection to count as its own unique experience
900,4,director jj abrams has delivered the episode 4 fans were looking for in 1999
901,5,whats really surprising too is just how emotional it all is more than just nostalgia the force awakens earns its tears star wars is back in a big way as c-3po might say thank the maker
902,4,slick and stylish the evolution of the world of star wars is fully realized with sumptuous sets vigorous and energetic cinematography and impeccable sound work
903,4,ridley and boyega make a sizeable impact amidst the cacophonous sound and merchandising fury capturing the vulnerability and anguish of conflicted characters haunted by murky pasts
904,5,fans will get goosebumps right from the start as the scrolling summary to bring us up to date without a single mention of tariffs or bureaucratic squabbles
905,3,perhaps another director will pick up the elements that abrams left scattered about imbue them with some any kind of subtext to give us some real poetry
906,3,i enjoyed the seventh star wars film more than any since the empire strikes back and much more than yes reader i was there for this newspaper reviewing it the now 38-year-old saga start-up
907,4,star wars episode vii  the force awakens marks the star warsiest movie since return of the jedi a fun and fantastic blend of old memories and new blood old enemies and new friends old actors and really old actors
908,5,what abrams has done is find and return the ingredient crucial to the original three films in the franchise that was sorely lacking in the second round fun
909,5,the force awakens isnt just one the finest movies of 2015 its the best movie of the year full stop
910,5,not for nothing but john williams score is absolutely perfect as usual and it makes every one of the action scenes come to life all the more
911,4,go see the force awakens with an open mind and without expectations of the same lightning being captured again in the same bottle it is at the end of the day a movie and its a pretty good one
912,4,even if it isnt the greatest star wars film ever its almost certainly the most affecting of them all
913,5,at the risk of committing blasphemy the force awakens is the best of the seven star wars  followed closely of course by the 1977 original
914,5,ford especially earns his money with this one but as fun as it is to see han solo back in action the newcomers like ridley take center stage launching subplots that should be fun to watch in ensuing installments
915,5,the best thing that can be said about the force awakens is that its classicist in the way of a well-executed neo-soul record crackling with familiarity without bowing to the altar of history
916,4,if you were to make a list of the essential ingredients of a star wars film you would find almost all in jj abrams wake-up call to this sleeping giant of a franchise
917,4,the force awakens has all of the strengths of the original trilogy and none of the weaknesses of the prequels
918,4,star wars the force awakens is actually probably objectively the best star wars yet and would be held up as untouchable had it come first
919,5,it is precisely the star wars movie that you want it to be this is the one you were waiting for you may be waiting just as intently for the next one
920,5,with the force awakens abrams got to build a whole new universe on a base of returning favorites no character is stronger though than rey daisy ridley who is the central player in the new story
921,4,the force awakens is satisfying on its own no half of a hunger games movie here but it also sets the stage for these new characters to go off on some great adventures in episodes to come
922,4,the force is still with us my friends 38 years later its hard to believe it ever left
923,3,the force awakens feels like a genuine star wars movie with well-executed battle scenes light comic touches and a warm feel for its characters
924,3,some may thrill with delighted recognition at the spectacle of yet another primal duel fought over a great void others though may know that the real test of myth-making lies in an ability not to repeat but to reinvent
925,4,if hollywoods going to extend the most famous movie myth of the past 40 years the force awakens seems a worthwhile way to do so
926,5,this undoubtedly is the movie that fans wanted the movie that fans deserve
927,5,star wars the force awakens returns the iconic sci-fi franchise to a glorious place that hasnt been seen since ewoks danced off into victory in return of the jedi 32 years ago
928,5,the seventh installment in the series started by george lucas in 1977 is the best star wars sequel yet and one of the best films of 2015
929,5,the force awakens pops with memorable battle sequences gives us chills with encore appearances by stars from the original trilogy and introduces more than a half-dozen terrific next generation characters
930,4,when the force awakens ends it feels bittersweet simply because you so badly want to get to the next chapter so yes the wait is over but now a new waiting game begins
931,3,the force awakens has succeeded where it counts most in creating a cast of characters that viewers can spend the next several years rooting for especially the spirited resourceful heroine at its center
932,4,the film is a state-of-the-art throwback both retro and post-modern in its self-awareness it doesnt just know that its operating in the long shadow of a classic it hardwires that understanding into its own dna making legacy a prevailing theme
933,5,you will like this movie no thats not some kind of jedi mind trick accompanied by a vague wave of the hand its a educated prediction grounded in  well the force if you must know and dont tell me the force doesnt work that way
934,4,pleasingly this isnt a film that takes itself too seriously with the seriously cute bb-8 supplying plenty of humour with his electronic beeps and chirps and no end of playful references to the original trilogy crammed into the 135-minute running time
935,4,jj abrams has perfectly captured the spirit of the original trilogy with great characters terrific action set-pieces and a surprising amount of humour
936,4,abrams has served the fans and first-timers exceedingly well
937,5,ridley boyega and isaac make equally charismatic heroes and driver is surprisingly effective as the sinister ren star wars the force awakens is commercial american moviemaking at its best may the force be with it
938,4,the formula more than the force was with abrams he was wise enough not to mess with it
939,4,is the force awakens equal to the original trilogy fans will have to face facts such unique magic can never be recreated the new star wars films must create a universe of their own  and theyre off to a promising start
940,4,the force awakens is a triumph of escapism and the most exhilarating film yet in this mighty franchise it is the magnificent seventh
941,3,sacrosanct and on steroids  but comes to life here thanks to the magnetic performances of ridley and boyega
942,5,from the very first line of the films opening crawl it is apparent that jj abrams michael arndt and lawrence kasdan have pushed the series back onto the right track
943,5,the new heroes of the force awakens are brightly drawn occasionally surprising and an endless pleasure to spend time with
944,4,the seventh film in the star wars saga is still just a movie but its a fabulously entertaining and beautifully crafted movie nonetheless
945,4,they got the job done with the force awakens and while abrams pays more homage than he rightfully should he also introduces the most exciting characters star wars has seen since not going to lie lando calrissian and lobot
946,5,this is a triumphant reboot of the biggest film franchise of our lifetimes and fully earns its place as the soon-to-be biggest film of all time
